"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 03, 2016","148.85","143.48","149.42","142.81","5.78M","3.91%"
"Feb 02, 2016","143.25","145.33","145.33","142.24","4.37M","-1.77%"
"Feb 01, 2016","145.83","147.18","147.18","143.30","5.38M","-0.96%"
"Jan 29, 2016","147.25","138.45","147.27","138.38","7.51M","6.21%"
"Jan 28, 2016","138.64","135.91","138.99","133.52","6.78M","2.33%"
"Jan 27, 2016","135.48","138.61","138.73","134.85","8.53M","-2.34%"
"Jan 26, 2016","138.73","132.09","139.38","132.09","7.27M","5.11%"
"Jan 25, 2016","131.98","134.69","135.06","131.79","5.12M","-2.01%"
"Jan 22, 2016","134.69","133.22","136.62","133.06","6.64M","1.23%"
"Jan 21, 2016","133.05","132.33","134.92","131.51","6.33M","0.55%"
"Jan 20, 2016","132.32","132.82","133.82","127.47","7.07M","-0.56%"
"Jan 19, 2016","133.07","132.65","135.37","131.16","5.21M","0.32%"
"Jan 15, 2016","132.65","137.34","137.34","130.65","6.10M","-3.56%"
"Jan 14, 2016","137.54","135.68","138.71","134.74","5.43M","1.90%"
"Jan 13, 2016","134.97","138.67","140.33","134.31","5.66M","-2.00%"
"Jan 12, 2016","137.73","137.95","139.23","134.25","7.10M","0.55%"
"Jan 11, 2016","136.98","138.39","139.57","135.88","5.66M","-0.98%"
"Jan 08, 2016","138.33","142.50","143.62","138.22","5.09M","-2.74%"
"Jan 07, 2016","142.23","148.71","148.71","140.93","7.37M","-4.52%"
"Jan 06, 2016","148.97","150.74","150.74","148.10","6.22M","-1.42%"
"Jan 05, 2016","151.12","150.46","151.34","148.90","5.29M","1.00%"
"Jan 04, 2016","149.62","150.98","150.98","147.52","6.54M","-1.16%"
"Dec 31, 2015","151.37","152.08","153.20","151.20","4.30M","-0.61%"
"Dec 30, 2015","152.30","152.56","153.55","151.34","3.41M","-0.45%"
"Dec 29, 2015","152.99","153.21","153.78","151.14","3.19M","-0.05%"
"Dec 28, 2015","153.07","155.19","155.19","150.85","3.54M","-1.53%"
"Dec 24, 2015","155.45","155.60","156.37","154.00","1.95M","-0.10%"
"Dec 23, 2015","155.60","155.33","159.50","154.09","5.88M","0.40%"
"Dec 22, 2015","154.98","149.13","155.35","149.13","5.04M","3.96%"
"Dec 21, 2015","149.08","145.95","149.75","145.95","5.02M","2.19%"
"Dec 18, 2015","145.89","144.71","146.87","144.23","10.75M","0.82%"
"Dec 17, 2015","144.71","145.11","145.69","142.73","6.05M","-0.45%"
"Dec 16, 2015","145.37","148.69","148.87","141.98","5.20M","-2.19%"
"Dec 15, 2015","148.62","150.78","151.74","147.84","5.87M","-0.97%"
"Dec 14, 2015","150.08","151.38","153.36","149.12","5.30M","-0.52%"
"Dec 11, 2015","150.86","155.04","155.04","150.68","5.92M","-3.10%"
"Dec 10, 2015","155.69","149.72","157.47","149.71","6.04M","3.99%"
"Dec 09, 2015","149.71","148.23","152.64","148.23","5.56M","1.22%"
"Dec 08, 2015","147.90","150.42","150.42","146.26","4.30M","-1.76%"
"Dec 07, 2015","150.55","154.37","154.37","149.15","4.10M","-2.64%"
"Dec 04, 2015","154.63","154.25","155.25","152.85","3.56M","0.34%"
"Dec 03, 2015","154.11","155.93","157.19","152.87","3.60M","-1.03%"
"Dec 02, 2015","155.71","158.12","158.12","155.42","3.74M","-1.91%"
"Dec 01, 2015","158.74","156.41","158.87","156.41","3.51M","1.56%"
"Nov 30, 2015","156.30","156.63","157.84","154.16","4.88M","-0.23%"
"Nov 27, 2015","156.66","155.98","157.08","154.69","1.77M","0.33%"
"Nov 25, 2015","156.15","157.75","157.94","155.79","3.56M","-1.35%"
"Nov 24, 2015","158.28","152.98","158.66","152.36","6.65M","3.67%"
"Nov 23, 2015","152.68","155.38","156.74","152.51","4.89M","-1.73%"
"Nov 20, 2015","155.36","159.18","160.16","154.69","5.04M","-2.10%"
"Nov 19, 2015","158.70","159.37","160.88","158.31","2.96M","-0.74%"
"Nov 18, 2015","159.88","153.57","159.98","153.57","4.01M","4.20%"
"Nov 17, 2015","153.44","156.10","156.32","152.90","3.99M","-1.63%"
"Nov 16, 2015","155.98","154.37","157.18","153.37","3.38M","0.94%"
"Nov 13, 2015","154.53","152.82","156.58","152.76","3.82M","1.22%"
"Nov 12, 2015","152.67","156.69","156.69","151.27","5.00M","-2.57%"
"Nov 11, 2015","156.69","159.35","159.66","155.17","4.02M","-1.05%"
"Nov 10, 2015","158.36","158.43","158.69","157.10","4.50M","-0.19%"
"Nov 09, 2015","158.66","161.58","161.58","157.22","4.38M","-1.86%"
"Nov 06, 2015","161.66","161.16","162.01","157.73","5.49M","0.21%"
"Nov 05, 2015","161.32","163.64","163.64","160.24","4.57M","-1.54%"
"Nov 04, 2015","163.85","167.51","167.84","161.84","6.49M","-2.10%"
"Nov 03, 2015","167.36","168.60","170.27","165.97","7.44M","-0.73%"
"Nov 02, 2015","168.59","162.63","169.56","162.09","4.73M","3.66%"
"Oct 30, 2015","162.63","162.98","164.25","161.61","5.07M","0.28%"
"Oct 29, 2015","162.18","162.65","163.98","161.92","3.80M","-0.96%"
"Oct 28, 2015","163.76","161.63","164.55","159.62","5.56M","1.30%"
"Oct 27, 2015","161.66","161.23","162.56","159.63","4.26M","0.09%"
"Oct 26, 2015","161.52","166.32","166.32","161.25","4.25M","-3.22%"
"Oct 23, 2015","166.90","164.37","168.03","164.37","4.67M","1.66%"
"Oct 22, 2015","164.17","155.20","164.71","155.20","4.95M","5.83%"
"Oct 21, 2015","155.13","158.34","158.93","154.80","4.74M","-2.00%"
"Oct 20, 2015","158.30","160.69","161.12","157.47","6.08M","-1.53%"
"Oct 19, 2015","160.76","165.91","165.91","159.89","4.32M","-3.34%"
"Oct 16, 2015","166.31","168.30","168.61","164.71","3.76M","-1.19%"
"Oct 15, 2015","168.31","165.21","168.36","164.39","3.18M","1.97%"
"Oct 14, 2015","165.06","165.73","167.65","164.22","4.45M","0.13%"
"Oct 13, 2015","164.84","163.59","167.22","161.10","4.31M","0.59%"
"Oct 12, 2015","163.88","165.34","165.71","162.38","3.51M","-0.78%"
"Oct 09, 2015","165.17","164.83","167.30","163.79","4.50M","0.44%"
"Oct 08, 2015","164.44","161.45","165.40","161.10","4.79M","1.68%"
"Oct 07, 2015","161.72","158.50","163.01","156.85","7.56M","2.24%"
"Oct 06, 2015","158.17","156.99","158.91","155.52","5.60M","0.75%"
"Oct 05, 2015","157.00","151.04","157.27","151.04","7.29M","4.12%"
"Oct 02, 2015","150.79","147.13","150.79","145.23","5.96M","2.49%"
"Oct 01, 2015","147.13","147.00","149.09","145.08","5.45M","0.27%"
"Sep 30, 2015","146.74","145.26","147.78","144.67","5.08M","1.13%"
"Sep 29, 2015","145.10","144.51","147.07","143.93","5.59M","0.49%"
"Sep 28, 2015","144.39","149.28","149.28","143.67","5.93M","-3.34%"
"Sep 25, 2015","149.38","151.79","153.23","148.84","6.21M","-1.56%"
"Sep 24, 2015","151.75","148.46","152.37","146.79","7.92M","2.15%"
"Sep 23, 2015","148.55","151.91","152.97","148.32","5.18M","-2.21%"
"Sep 22, 2015","151.91","156.69","156.69","150.44","7.00M","-3.16%"
"Sep 21, 2015","156.86","157.81","158.77","156.11","5.14M","-0.60%"
"Sep 18, 2015","157.81","162.22","162.22","156.76","12.31M","-2.72%"
"Sep 17, 2015","162.22","162.91","165.78","161.30","6.06M","-0.66%"
"Sep 16, 2015","163.30","160.53","165.29","160.53","6.01M","1.73%"
"Sep 15, 2015","160.53","159.28","161.05","159.12","4.79M","0.77%"
"Sep 14, 2015","159.30","165.27","165.27","158.50","7.36M","-3.75%"
"Sep 11, 2015","165.51","166.12","166.42","163.92","5.05M","-0.40%"
"Sep 10, 2015","166.17","166.21","167.96","164.76","6.78M","-0.12%"
"Sep 09, 2015","166.37","169.89","172.32","165.39","7.93M","-1.95%"
"Sep 08, 2015","169.68","165.14","170.09","165.14","7.70M","2.75%"
"Sep 04, 2015","165.14","169.17","169.17","165.11","5.89M","-2.90%"
"Sep 03, 2015","170.08","171.84","176.38","169.60","6.51M","-0.83%"
"Sep 02, 2015","171.50","168.05","171.52","168.05","5.31M","2.05%"
"Sep 01, 2015","168.05","173.54","173.54","166.84","6.23M","-3.16%"
"Aug 31, 2015","173.54","173.46","174.58","169.85","6.38M","0.05%"
"Aug 28, 2015","173.46","172.57","175.74","170.75","7.01M","0.52%"
"Aug 27, 2015","172.57","162.90","172.75","162.90","8.74M","6.06%"
"Aug 26, 2015","162.71","159.01","162.83","159.01","6.52M","2.33%"
"Aug 25, 2015","159.01","163.00","166.79","158.96","7.32M","-2.45%"
"Aug 24, 2015","163.00","169.25","170.67","160.87","8.66M","-3.69%"
"Aug 21, 2015","169.25","174.62","174.62","169.25","7.40M","-3.33%"
"Aug 20, 2015","175.08","179.98","180.45","175.03","5.19M","-2.71%"
"Aug 19, 2015","179.95","183.45","183.45","178.96","5.27M","-2.11%"
"Aug 18, 2015","183.82","186.32","186.32","183.38","3.83M","-1.56%"
"Aug 17, 2015","186.74","184.46","186.81","182.68","4.42M","1.14%"
"Aug 14, 2015","184.63","180.65","185.28","180.47","4.04M","2.24%"
"Aug 13, 2015","180.59","180.16","180.95","177.51","4.22M","0.17%"
"Aug 12, 2015","180.29","183.39","183.39","176.87","6.34M","-1.69%"
"Aug 11, 2015","183.39","190.21","190.21","181.96","6.44M","-3.59%"
"Aug 10, 2015","190.21","183.04","190.53","182.31","5.81M","3.98%"
"Aug 07, 2015","182.93","185.57","187.47","182.11","5.61M","-1.42%"
"Aug 06, 2015","185.57","183.25","185.91","182.28","5.42M","1.20%"
"Aug 05, 2015","183.37","180.87","187.37","180.87","5.56M","1.38%"
"Aug 04, 2015","180.87","180.18","182.38","179.34","5.55M","0.45%"
"Aug 03, 2015","180.06","178.82","180.09","175.94","5.71M","0.68%"
"Jul 31, 2015","178.84","182.13","183.89","178.56","9.64M","-1.81%"
"Jul 30, 2015","182.13","184.83","185.96","180.72","8.07M","-1.43%"
"Jul 29, 2015","184.77","179.32","185.09","179.24","9.52M","3.04%"
"Jul 28, 2015","179.32","173.82","180.91","173.82","8.98M","3.16%"
"Jul 27, 2015","173.82","171.67","175.57","168.92","7.42M","1.25%"
"Jul 24, 2015","171.67","176.16","176.16","171.39","6.87M","-2.58%"
"Jul 23, 2015","176.22","172.49","177.45","172.49","7.93M","2.30%"
"Jul 22, 2015","172.25","174.18","174.18","170.41","8.25M","-1.28%"
"Jul 21, 2015","174.48","175.25","178.95","174.48","7.41M","-0.44%"
"Jul 20, 2015","175.25","177.69","177.69","174.93","5.68M","-1.44%"
"Jul 17, 2015","177.81","180.85","180.85","177.49","6.23M","-1.68%"
"Jul 16, 2015","180.85","181.66","183.23","180.26","5.44M","-0.45%"
"Jul 15, 2015","181.66","187.08","187.08","180.57","6.20M","-2.90%"
"Jul 14, 2015","187.08","187.09","187.73","184.67","4.25M","-0.01%"
"Jul 13, 2015","187.09","182.89","187.83","182.84","5.49M","2.30%"
"Jul 10, 2015","182.89","182.15","184.74","182.15","5.28M","0.86%"
"Jul 09, 2015","181.33","180.89","184.47","180.89","5.70M","0.24%"
"Jul 08, 2015","180.89","186.23","186.23","180.74","4.33M","-3.24%"
"Jul 07, 2015","186.94","185.23","187.80","178.21","9.27M","0.86%"
"Jul 06, 2015","185.35","188.72","188.72","184.33","6.94M","-1.79%"
"Jul 02, 2015","188.72","190.93","191.43","186.22","6.96M","-1.19%"
"Jul 01, 2015","190.99","189.90","192.77","189.90","15.20M","0.57%"
"Jun 30, 2015","189.90","195.81","196.58","189.27","8.15M","-2.53%"
"Jun 29, 2015","194.83","200.41","200.41","194.67","5.91M","-2.78%"
"Jun 26, 2015","200.41","201.88","202.25","199.51","17.71M","-0.73%"
"Jun 25, 2015","201.88","202.95","205.00","201.54","4.21M","-0.53%"
"Jun 24, 2015","202.95","204.97","205.87","202.37","4.04M","-0.98%"
"Jun 23, 2015","204.96","201.35","205.34","200.71","4.74M","1.92%"
"Jun 22, 2015","201.10","201.83","203.66","200.63","5.79M","-0.36%"
"Jun 19, 2015","201.83","203.42","204.03","201.81","8.13M","-0.78%"
"Jun 18, 2015","203.41","203.39","203.95","200.75","4.33M","-0.03%"
"Jun 17, 2015","203.47","203.92","204.57","200.52","4.28M","-0.20%"
"Jun 16, 2015","203.87","201.95","204.42","201.05","3.43M","0.87%"
"Jun 15, 2015","202.11","206.58","206.58","201.24","6.21M","-2.22%"
"Jun 12, 2015","206.70","207.04","207.04","203.87","3.36M","-0.17%"
"Jun 11, 2015","207.06","207.01","208.55","206.14","5.43M","-0.11%"
"Jun 10, 2015","207.28","205.23","209.03","205.23","4.66M","1.11%"
"Jun 09, 2015","205.01","205.32","207.37","204.98","3.53M","-0.15%"
"Jun 08, 2015","205.32","207.91","208.92","204.67","3.67M","-1.25%"
"Jun 05, 2015","207.91","208.83","208.86","206.83","3.47M","-0.47%"
"Jun 04, 2015","208.90","211.01","211.64","208.13","3.31M","-1.14%"
"Jun 03, 2015","211.31","209.77","215.74","209.44","5.83M","0.75%"
"Jun 02, 2015","209.73","202.69","210.43","202.69","5.59M","3.45%"
"Jun 01, 2015","202.74","203.35","204.16","201.03","4.55M","-0.18%"
"May 29, 2015","203.11","204.07","204.80","202.63","5.28M","-0.56%"
"May 28, 2015","204.25","205.62","205.62","202.32","3.90M","-0.71%"
"May 27, 2015","205.71","203.07","206.01","202.47","4.07M","1.20%"
"May 26, 2015","203.28","207.38","207.38","201.89","4.78M","-2.11%"
"May 22, 2015","207.67","205.65","208.58","203.35","5.83M","1.03%"
"May 21, 2015","205.55","207.77","207.96","204.51","4.16M","-0.99%"
"May 20, 2015","207.60","207.03","208.58","205.11","4.66M","0.31%"
"May 19, 2015","206.95","211.68","211.68","205.45","5.40M","-2.23%"
"May 18, 2015","211.68","212.81","212.81","210.84","4.49M","-0.67%"
"May 15, 2015","213.10","213.90","214.18","212.53","4.65M","-0.39%"
"May 14, 2015","213.93","212.40","215.85","212.40","5.03M","0.87%"
"May 13, 2015","212.09","210.23","213.52","210.23","4.16M","0.91%"
"May 12, 2015","210.17","212.37","212.94","210.14","5.28M","-1.04%"
"May 11, 2015","212.37","210.41","213.45","210.02","4.88M","0.99%"
"May 08, 2015","210.28","208.51","211.40","208.51","4.66M","0.85%"
"May 07, 2015","208.51","209.03","209.23","205.15","5.33M","-0.25%"
"May 06, 2015","209.03","210.20","211.98","208.13","5.98M","-0.48%"
"May 05, 2015","210.04","210.47","213.27","209.32","5.93M","-0.20%"
"May 04, 2015","210.47","209.32","211.49","209.27","4.84M","0.81%"
"May 01, 2015","208.77","209.07","211.22","206.36","5.70M","0.24%"
"Apr 30, 2015","208.27","207.67","210.33","205.88","8.36M","0.01%"
"Apr 29, 2015","208.24","212.29","212.29","206.71","9.37M","-2.01%"
"Apr 28, 2015","212.52","208.58","212.99","208.58","7.60M","1.89%"
"Apr 27, 2015","208.58","207.81","212.18","207.81","5.81M","0.37%"
"Apr 24, 2015","207.81","208.04","210.78","207.19","16.63M","-0.11%"
"Apr 23, 2015","208.04","200.48","208.58","200.14","7.98M","3.77%"
"Apr 22, 2015","200.48","200.16","200.94","198.76","5.55M","0.16%"
"Apr 21, 2015","200.16","198.44","202.56","198.11","5.86M","0.87%"
"Apr 20, 2015","198.44","195.26","199.57","195.26","5.86M","1.63%"
"Apr 17, 2015","195.26","198.83","198.83","193.89","6.15M","-2.01%"
"Apr 16, 2015","199.27","204.35","204.42","199.24","5.91M","-2.40%"
"Apr 15, 2015","204.17","200.66","205.48","200.66","7.51M","1.82%"
"Apr 14, 2015","200.53","197.48","201.12","197.48","5.74M","1.41%"
"Apr 13, 2015","197.75","199.85","199.85","196.95","3.44M","-1.08%"
"Apr 10, 2015","199.91","199.60","200.50","199.22","4.17M","0.16%"
"Apr 09, 2015","199.60","197.35","199.96","196.04","5.96M","1.01%"
"Apr 08, 2015","197.60","197.57","200.43","196.25","5.41M","0.07%"
"Apr 07, 2015","197.47","196.88","198.50","196.26","4.88M","0.35%"
"Apr 06, 2015","196.79","197.18","197.63","195.50","5.78M","-0.20%"
"Apr 02, 2015","197.18","193.54","197.55","191.36","4.64M","2.05%"
"Apr 01, 2015","193.21","196.91","196.91","192.01","5.82M","-2.06%"
"Mar 31, 2015","197.28","198.70","198.70","194.48","7.18M","-0.71%"
"Mar 30, 2015","198.70","193.58","199.71","193.58","4.96M","2.64%"
"Mar 27, 2015","193.58","195.35","195.35","191.81","4.77M","-0.91%"
"Mar 26, 2015","195.36","195.61","197.86","193.72","6.15M","-0.09%"
"Mar 25, 2015","195.54","197.89","200.42","195.54","7.32M","-0.85%"
"Mar 24, 2015","197.22","197.97","198.68","196.55","5.72M","-0.37%"
"Mar 23, 2015","197.96","193.77","198.83","193.77","6.16M","2.17%"
"Mar 20, 2015","193.75","189.39","194.22","189.39","14.30M","2.32%"
"Mar 19, 2015","189.36","198.23","198.23","187.25","7.51M","-4.80%"
"Mar 18, 2015","198.91","189.61","199.66","188.96","10.42M","4.52%"
"Mar 17, 2015","190.31","188.83","190.86","188.16","5.77M","0.52%"
"Mar 16, 2015","189.32","188.81","189.48","185.94","4.78M","0.27%"
"Mar 13, 2015","188.81","192.41","192.41","187.23","5.29M","-1.75%"
"Mar 12, 2015","192.17","189.09","192.31","189.09","5.36M","1.71%"
"Mar 11, 2015","188.94","187.29","189.24","186.35","6.10M","0.99%"
"Mar 10, 2015","187.08","193.16","193.16","186.87","5.67M","-3.15%"
"Mar 09, 2015","193.16","192.96","193.98","192.56","5.56M","0.10%"
"Mar 06, 2015","192.96","197.18","197.81","192.63","5.44M","-2.14%"
"Mar 05, 2015","197.18","196.33","197.41","193.58","5.82M","0.43%"
"Mar 04, 2015","196.33","195.29","196.81","192.20","6.30M","0.53%"
"Mar 03, 2015","195.29","196.45","197.79","194.91","4.54M","-0.67%"
"Mar 02, 2015","196.61","196.98","196.98","194.76","4.44M","-0.14%"
"Feb 27, 2015","196.88","198.21","199.31","196.75","4.70M","-0.72%"
"Feb 26, 2015","198.31","199.84","200.69","197.82","3.39M","-0.77%"
"Feb 25, 2015","199.84","203.32","203.35","199.22","4.11M","-1.79%"
"Feb 24, 2015","203.49","201.27","204.10","201.02","4.83M","1.10%"
"Feb 23, 2015","201.27","202.72","202.72","199.12","4.42M","-0.97%"
"Feb 20, 2015","203.24","201.20","203.44","199.89","4.23M","1.01%"
"Feb 19, 2015","201.20","200.96","201.69","197.75","5.04M","0.12%"
"Feb 18, 2015","200.96","202.74","203.90","200.45","5.07M","-0.98%"
"Feb 17, 2015","202.94","204.73","204.73","201.48","4.48M","-0.85%"
"Feb 13, 2015","204.68","201.19","205.93","201.19","5.73M","1.80%"
"Feb 12, 2015","201.06","196.67","201.71","196.67","5.23M","2.34%"
"Feb 11, 2015","196.46","196.95","197.10","193.68","4.49M","-0.29%"
"Feb 10, 2015","197.04","197.54","197.54","193.79","4.72M","-0.52%"
"Feb 09, 2015","198.07","196.89","201.46","196.48","6.25M","0.60%"
"Feb 06, 2015","196.89","195.97","199.78","194.90","7.37M","0.38%"
"Feb 05, 2015","196.15","189.26","196.62","189.26","9.53M","3.64%"
"Feb 04, 2015","189.26","192.48","192.48","188.16","7.60M","-1.67%"
"Feb 03, 2015","192.48","185.19","192.56","185.19","9.31M","3.94%"
"Feb 02, 2015","185.19","183.22","185.77","182.13","7.63M","1.06%"
"Jan 30, 2015","183.25","181.66","184.87","179.37","9.66M","0.76%"
"Jan 29, 2015","181.86","183.71","183.71","178.01","10.59M","-1.02%"
"Jan 28, 2015","183.73","185.17","188.43","183.52","9.02M","-0.55%"
"Jan 27, 2015","184.74","184.48","186.78","180.42","6.81M","0.14%"
"Jan 26, 2015","184.48","181.25","184.97","179.98","6.80M","1.78%"
"Jan 23, 2015","181.25","188.24","188.24","181.20","7.06M","-3.71%"
"Jan 22, 2015","188.24","184.89","188.90","184.12","4.92M","1.81%"
"Jan 21, 2015","184.89","183.31","185.75","182.45","5.66M","0.86%"
"Jan 20, 2015","183.31","184.94","185.41","181.90","5.73M","-0.88%"
"Jan 16, 2015","184.94","183.73","185.20","181.72","6.24M","0.66%"
"Jan 15, 2015","183.72","185.56","188.03","183.52","7.14M","-0.92%"
"Jan 14, 2015","185.43","190.34","190.34","181.48","6.76M","-2.58%"
"Jan 13, 2015","190.34","193.22","194.84","188.94","6.73M","-1.49%"
"Jan 12, 2015","193.22","199.04","199.04","190.53","7.29M","-2.92%"
"Jan 09, 2015","199.04","201.60","201.77","197.46","5.20M","-1.27%"
"Jan 08, 2015","201.61","197.91","202.33","197.25","6.58M","1.95%"
"Jan 07, 2015","197.76","196.29","199.58","196.29","5.11M","0.76%"
"Jan 06, 2015","196.27","200.75","201.18","194.58","7.36M","-2.23%"
"Jan 05, 2015","200.75","210.29","210.29","199.43","5.44M","-4.75%"
"Jan 02, 2015","210.77","211.50","213.82","208.90","3.88M","-0.32%"
"Dec 31, 2014","211.44","214.08","214.64","211.37","4.32M","-0.96%"
"Dec 30, 2014","213.48","211.36","214.93","211.36","3.97M","0.89%"
"Dec 29, 2014","211.60","209.62","213.29","209.40","3.12M","0.90%"
"Dec 26, 2014","209.71","210.74","211.30","208.93","2.77M","0.19%"
"Dec 24, 2014","209.32","209.65","210.20","208.16","2.13M","-0.10%"
"Dec 23, 2014","209.52","207.84","211.41","207.54","4.13M","1.35%"
"Dec 22, 2014","206.73","210.54","211.36","206.38","6.45M","-1.76%"
"Dec 19, 2014","210.43","208.47","211.05","207.91","11.52M","0.97%"
"Dec 18, 2014","208.41","211.02","213.23","206.61","7.65M","-0.98%"
"Dec 17, 2014","210.48","205.92","210.77","203.64","7.41M","2.31%"
"Dec 16, 2014","205.73","209.22","213.23","205.44","6.82M","-1.87%"
"Dec 15, 2014","209.65","213.70","214.36","209.58","6.80M","-1.61%"
"Dec 12, 2014","213.07","217.94","218.04","213.07","5.35M","-2.93%"
"Dec 11, 2014","219.51","221.78","222.93","219.12","5.68M","-1.15%"
"Dec 10, 2014","222.06","228.86","228.86","221.39","5.02M","-3.23%"
"Dec 09, 2014","229.47","225.20","229.91","223.50","5.30M","1.51%"
"Dec 08, 2014","226.05","230.27","230.67","225.18","4.81M","-2.17%"
"Dec 05, 2014","231.06","231.85","233.95","230.64","4.36M","-0.47%"
"Dec 04, 2014","232.16","232.30","233.21","230.35","4.04M","-0.30%"
"Dec 03, 2014","232.87","225.90","233.51","225.90","4.26M","3.63%"
"Dec 02, 2014","224.71","226.07","228.67","224.36","4.77M","-0.47%"
"Dec 01, 2014","225.77","230.92","230.92","224.89","5.53M","-2.39%"
"Nov 28, 2014","231.30","237.10","237.34","230.76","3.81M","-2.58%"
"Nov 26, 2014","237.43","239.63","239.76","237.28","2.72M","-0.69%"
"Nov 25, 2014","239.09","236.82","240.11","236.47","3.82M","1.18%"
"Nov 24, 2014","236.31","237.19","238.37","235.82","3.74M","-0.18%"
"Nov 21, 2014","236.74","233.59","238.87","233.59","7.51M","1.75%"
"Nov 20, 2014","232.67","229.14","233.07","227.17","4.95M","1.28%"
"Nov 19, 2014","229.73","234.93","234.93","229.31","7.51M","-2.78%"
"Nov 18, 2014","236.29","235.97","236.75","235.35","3.87M","0.03%"
"Nov 17, 2014","236.23","235.91","237.36","233.76","3.26M","-0.02%"
"Nov 14, 2014","236.28","232.53","236.50","231.37","3.94M","1.47%"
"Nov 13, 2014","232.85","234.06","236.84","232.10","3.83M","-0.39%"
"Nov 12, 2014","233.77","232.20","235.17","232.05","3.97M","0.18%"
"Nov 11, 2014","233.35","234.47","234.93","232.60","3.99M","-0.93%"
"Nov 10, 2014","235.53","239.54","241.51","235.24","4.61M","-1.67%"
"Nov 07, 2014","239.53","234.56","240.17","234.56","4.35M","2.33%"
"Nov 06, 2014","234.08","233.59","234.82","231.83","4.12M","0.27%"
"Nov 05, 2014","233.44","233.88","234.71","231.11","4.92M","0.06%"
"Nov 04, 2014","233.29","237.06","237.06","229.42","5.57M","-1.85%"
"Nov 03, 2014","237.69","241.63","241.63","236.94","5.00M","-1.70%"
"Oct 31, 2014","241.81","237.13","242.21","234.83","6.78M","2.59%"
"Oct 30, 2014","235.70","235.21","237.61","233.42","5.59M","-0.03%"
"Oct 29, 2014","235.77","238.25","241.58","233.73","8.96M","-0.81%"
"Oct 28, 2014","237.70","230.86","238.27","229.60","7.92M","3.84%"
"Oct 27, 2014","228.92","232.18","232.18","227.45","5.85M","-1.75%"
"Oct 24, 2014","233.00","228.54","233.05","228.14","6.27M","2.00%"
"Oct 23, 2014","228.43","226.96","229.69","224.36","6.87M","0.89%"
"Oct 22, 2014","226.41","228.16","230.16","226.07","8.19M","-0.60%"
"Oct 21, 2014","227.77","222.48","228.57","222.48","6.90M","2.90%"
"Oct 20, 2014","221.36","219.13","221.48","218.89","4.70M","0.78%"
"Oct 17, 2014","219.64","218.92","224.83","218.62","7.20M","0.66%"
"Oct 16, 2014","218.20","215.40","220.35","211.40","8.45M","1.01%"
"Oct 15, 2014","216.02","214.52","217.27","206.91","9.18M","0.42%"
"Oct 14, 2014","215.11","211.39","218.73","211.05","8.76M","2.00%"
"Oct 13, 2014","210.90","213.96","218.99","210.55","8.70M","-0.89%"
"Oct 10, 2014","212.79","217.74","219.78","212.74","8.13M","-2.66%"
"Oct 09, 2014","218.61","227.05","227.05","218.26","7.32M","-3.99%"
"Oct 08, 2014","227.70","224.21","227.99","218.91","7.96M","1.57%"
"Oct 07, 2014","224.17","227.78","229.24","224.16","6.06M","-1.87%"
"Oct 06, 2014","228.45","231.54","232.24","226.99","7.65M","-0.66%"
"Oct 03, 2014","229.96","233.75","235.37","229.79","10.48M","-1.50%"
"Oct 02, 2014","233.46","234.66","235.13","228.69","7.88M","-0.63%"
"Oct 01, 2014","234.94","242.10","242.10","233.76","7.62M","-3.08%"
"Sep 30, 2014","242.41","245.40","246.16","241.17","8.05M","-1.23%"
"Sep 29, 2014","245.42","247.29","248.34","245.17","5.10M","-1.45%"
"Sep 26, 2014","249.04","249.54","249.94","248.01","5.17M","-0.26%"
"Sep 25, 2014","249.69","254.50","254.50","247.85","5.82M","-2.19%"
"Sep 24, 2014","255.28","259.95","260.17","253.83","5.93M","-1.51%"
"Sep 23, 2014","259.19","259.92","261.42","259.17","4.04M","-0.27%"
"Sep 22, 2014","259.88","263.93","264.01","258.69","4.78M","-1.97%"
"Sep 19, 2014","265.10","268.62","269.65","264.54","9.96M","-1.25%"
"Sep 18, 2014","268.46","268.95","269.69","267.14","5.14M","0.06%"
"Sep 17, 2014","268.29","260.48","270.01","260.48","8.49M","3.58%"
"Sep 16, 2014","259.02","255.32","260.12","253.58","4.92M","1.29%"
"Sep 15, 2014","255.72","255.31","258.37","255.21","4.06M","0.25%"
"Sep 12, 2014","255.09","256.95","257.14","254.48","4.08M","-0.79%"
"Sep 11, 2014","257.11","252.65","257.12","252.38","3.30M","1.39%"
"Sep 10, 2014","253.58","254.03","254.20","252.07","4.15M","-0.19%"
"Sep 09, 2014","254.07","256.36","256.79","253.26","4.22M","-0.76%"
"Sep 08, 2014","256.01","258.87","259.02","254.98","4.81M","-1.22%"
"Sep 05, 2014","259.18","258.58","259.19","256.76","3.13M","0.10%"
"Sep 04, 2014","258.93","256.47","261.42","256.47","5.23M","0.97%"
"Sep 03, 2014","256.45","253.75","257.60","253.75","6.42M","1.52%"
"Sep 02, 2014","252.61","254.02","254.16","251.80","4.21M","-0.47%"
"Aug 29, 2014","253.80","252.57","253.98","251.49","3.69M","0.74%"
"Aug 28, 2014","251.93","254.39","254.39","251.48","4.27M","-1.43%"
"Aug 27, 2014","255.59","257.08","257.31","254.60","2.82M","-0.51%"
"Aug 26, 2014","256.91","253.89","257.54","253.89","3.64M","1.30%"
