"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 30, 2011","182.17","188.53","188.74","182.16","11.26M","-4.02%"
"Sep 29, 2011","189.80","189.62","195.80","184.26","11.41M","0.31%"
"Sep 28, 2011","189.22","202.15","202.15","188.76","9.47M","-6.39%"
"Sep 27, 2011","202.13","196.91","208.65","196.91","9.99M","2.97%"
"Sep 26, 2011","196.30","190.39","196.37","185.73","9.31M","3.76%"
"Sep 23, 2011","189.18","185.84","193.06","185.49","10.31M","1.90%"
"Sep 22, 2011","185.66","202.68","202.68","182.76","17.42M","-8.67%"
"Sep 21, 2011","203.29","217.10","217.10","203.17","10.38M","-6.65%"
"Sep 20, 2011","217.78","225.60","226.56","217.54","6.97M","-3.38%"
"Sep 19, 2011","225.41","229.84","229.84","220.08","7.20M","-2.14%"
"Sep 16, 2011","230.35","233.85","233.85","228.25","12.62M","-1.32%"
"Sep 15, 2011","233.43","229.45","234.37","228.94","7.76M","2.54%"
"Sep 14, 2011","227.65","225.14","230.81","220.71","8.78M","1.67%"
"Sep 13, 2011","223.90","218.39","225.54","216.82","9.33M","2.64%"
"Sep 12, 2011","218.14","219.31","220.97","212.32","8.17M","-0.90%"
"Sep 09, 2011","220.11","227.92","227.92","218.01","9.28M","-3.57%"
"Sep 08, 2011","228.26","232.50","232.99","226.91","7.03M","-2.17%"
"Sep 07, 2011","233.33","218.91","233.40","218.91","8.39M","6.69%"
"Sep 06, 2011","218.69","224.80","224.84","212.70","10.03M","-2.92%"
"Sep 02, 2011","225.27","234.64","234.64","223.62","7.49M","-4.40%"
"Sep 01, 2011","235.64","240.26","242.33","235.22","6.87M","-1.94%"
"Aug 31, 2011","240.31","239.69","246.21","237.68","9.67M","0.36%"
"Aug 30, 2011","239.44","237.31","241.02","233.57","8.27M","0.82%"
"Aug 29, 2011","237.50","226.16","237.61","226.16","7.12M","5.59%"
"Aug 26, 2011","224.93","214.60","225.04","211.11","7.37M","4.18%"
"Aug 25, 2011","215.91","221.74","224.27","214.95","7.12M","-2.25%"
"Aug 24, 2011","220.89","215.97","221.08","214.25","8.56M","2.22%"
"Aug 23, 2011","216.09","207.05","216.09","206.03","8.24M","4.95%"
"Aug 22, 2011","205.90","208.88","213.21","205.23","8.70M","-0.63%"
"Aug 19, 2011","207.21","211.77","217.17","207.04","8.48M","-2.26%"
"Aug 18, 2011","212.00","227.40","227.40","210.19","10.39M","-6.98%"
"Aug 17, 2011","227.91","229.44","234.22","226.60","7.09M","-0.61%"
"Aug 16, 2011","229.32","234.38","234.77","228.73","9.48M","-2.72%"
"Aug 15, 2011","235.72","232.41","236.74","232.41","7.98M","1.49%"
"Aug 12, 2011","232.25","228.09","235.29","228.09","10.44M","1.94%"
"Aug 11, 2011","227.83","218.34","230.53","216.21","14.35M","5.03%"
"Aug 10, 2011","216.92","223.61","226.12","215.78","17.29M","-4.04%"
"Aug 09, 2011","226.06","214.45","226.06","208.90","17.24M","6.85%"
"Aug 08, 2011","211.56","236.41","236.41","211.55","18.18M","-10.81%"
"Aug 05, 2011","237.19","241.36","248.12","228.80","16.86M","-1.76%"
"Aug 04, 2011","241.45","261.47","261.47","241.29","14.87M","-7.85%"
"Aug 03, 2011","262.03","263.39","264.97","254.14","10.52M","-0.33%"
"Aug 02, 2011","262.91","270.61","273.21","262.88","9.16M","-3.37%"
"Aug 01, 2011","272.07","277.46","281.00","269.83","8.95M","-1.40%"
"Jul 29, 2011","275.92","274.28","278.42","269.89","8.86M","0.17%"
"Jul 28, 2011","275.46","279.31","281.82","274.75","8.91M","-1.48%"
"Jul 27, 2011","279.59","286.74","287.62","279.38","10.53M","-2.66%"
"Jul 26, 2011","287.23","297.40","297.40","286.50","16.51M","-3.61%"
"Jul 25, 2011","298.00","300.29","300.29","297.21","5.93M","-1.01%"
"Jul 22, 2011","301.04","300.52","302.25","299.43","5.82M","0.07%"
"Jul 21, 2011","300.84","296.07","301.59","294.56","7.42M","2.07%"
"Jul 20, 2011","294.75","297.10","297.45","293.62","5.94M","-0.62%"
"Jul 19, 2011","296.58","291.33","296.59","291.33","8.95M","2.62%"
"Jul 18, 2011","289.01","292.39","292.74","287.69","7.23M","-1.27%"
"Jul 15, 2011","292.74","286.51","292.82","286.51","7.63M","2.24%"
"Jul 14, 2011","286.32","291.95","294.05","285.30","7.90M","-1.79%"
"Jul 13, 2011","291.54","288.62","296.34","288.62","7.08M","1.51%"
"Jul 12, 2011","287.19","288.19","290.49","286.83","6.72M","-0.55%"
"Jul 11, 2011","288.78","295.61","295.61","287.40","7.27M","-2.50%"
"Jul 08, 2011","296.19","296.91","296.91","291.39","7.19M","-0.66%"
"Jul 07, 2011","298.17","294.73","299.06","294.73","7.71M","1.70%"
"Jul 06, 2011","293.20","295.59","295.59","291.05","8.12M","-1.22%"
"Jul 05, 2011","296.83","296.58","298.52","294.75","7.52M","-0.11%"
"Jul 01, 2011","297.17","294.07","297.75","291.30","7.36M","0.94%"
"Jun 30, 2011","294.39","290.85","296.55","290.85","8.34M","1.42%"
"Jun 29, 2011","290.27","284.35","293.15","284.35","10.54M","2.43%"
"Jun 28, 2011","283.38","277.88","283.46","277.68","6.58M","2.27%"
"Jun 27, 2011","277.09","276.45","278.62","272.75","7.05M","0.07%"
"Jun 24, 2011","276.91","280.25","281.56","275.83","10.46M","-1.04%"
"Jun 23, 2011","279.82","276.81","280.22","269.63","10.02M","0.80%"
"Jun 22, 2011","277.60","277.59","281.90","276.87","7.40M","-0.23%"
"Jun 21, 2011","278.23","273.87","279.70","273.87","7.43M","2.28%"
"Jun 20, 2011","272.03","267.43","272.74","267.36","7.42M","1.38%"
"Jun 17, 2011","268.32","270.12","272.01","266.59","12.81M","-0.49%"
"Jun 16, 2011","269.64","274.65","275.43","265.64","10.86M","-1.88%"
"Jun 15, 2011","274.81","280.20","281.86","274.43","9.66M","-2.14%"
"Jun 14, 2011","280.81","274.25","282.11","274.25","8.36M","2.90%"
"Jun 13, 2011","272.90","278.83","279.32","269.95","8.03M","-2.02%"
"Jun 10, 2011","278.52","277.39","281.99","277.10","9.99M","0.35%"
"Jun 09, 2011","277.55","275.84","279.66","274.66","7.16M","0.84%"
"Jun 08, 2011","275.23","277.63","279.87","274.95","11.71M","-1.16%"
"Jun 07, 2011","278.46","280.86","283.05","278.17","6.41M","-0.44%"
"Jun 06, 2011","279.70","282.43","285.29","279.62","6.37M","-1.05%"
"Jun 03, 2011","282.67","286.93","287.82","282.40","8.03M","-1.96%"
"Jun 02, 2011","288.32","286.52","291.56","284.47","7.13M","0.65%"
"Jun 01, 2011","286.45","296.12","296.12","285.85","9.05M","-3.54%"
"May 31, 2011","296.97","295.16","298.48","290.98","8.40M","0.85%"
"May 27, 2011","294.46","292.11","296.76","292.11","5.04M","0.80%"
"May 26, 2011","292.12","290.05","293.04","287.78","7.81M","0.68%"
"May 25, 2011","290.15","287.33","291.68","285.97","6.45M","0.94%"
"May 24, 2011","287.46","284.53","291.98","284.53","7.67M","1.04%"
"May 23, 2011","284.51","287.65","287.65","281.96","7.40M","-1.18%"
"May 20, 2011","287.90","293.56","293.56","287.46","8.24M","-1.97%"
"May 19, 2011","293.68","296.48","297.94","290.94","7.56M","-0.94%"
"May 18, 2011","296.47","291.92","297.32","290.28","7.36M","1.56%"
"May 17, 2011","291.92","292.88","294.13","287.70","8.32M","-0.34%"
"May 16, 2011","292.91","291.69","300.06","289.97","7.58M","0.36%"
"May 13, 2011","291.85","299.27","300.17","291.14","8.66M","-2.50%"
"May 12, 2011","299.34","296.22","301.83","294.02","8.24M","1.02%"
"May 11, 2011","296.33","305.65","305.65","295.59","8.61M","-3.08%"
"May 10, 2011","305.76","306.04","307.28","302.27","6.11M","-0.05%"
"May 09, 2011","305.92","299.17","307.89","299.17","7.14M","2.27%"
"May 06, 2011","299.12","299.67","305.83","296.91","9.64M","-0.10%"
"May 05, 2011","299.42","302.10","305.64","297.51","8.72M","-0.97%"
"May 04, 2011","302.35","309.16","309.24","299.40","9.02M","-2.20%"
"May 03, 2011","309.16","308.16","311.38","305.77","6.54M","0.29%"
"May 02, 2011","308.26","315.87","316.68","307.35","5.98M","-2.38%"
"Apr 29, 2011","315.79","316.85","317.84","313.36","7.08M","-0.33%"
"Apr 28, 2011","316.85","317.21","320.93","314.74","7.45M","-0.13%"
"Apr 27, 2011","317.25","319.87","320.19","311.57","9.60M","-0.77%"
"Apr 26, 2011","319.72","316.49","321.93","315.45","9.69M","1.07%"
"Apr 25, 2011","316.33","317.51","318.58","314.67","5.12M","-0.35%"
"Apr 21, 2011","317.44","317.58","319.44","316.15","4.84M","0.04%"
"Apr 20, 2011","317.31","314.05","319.32","313.99","5.68M","1.18%"
"Apr 19, 2011","313.62","304.87","313.73","304.64","7.61M","3.17%"
"Apr 18, 2011","303.98","308.44","308.44","299.65","7.32M","-1.53%"
"Apr 15, 2011","308.71","307.14","309.62","305.19","6.41M","0.53%"
"Apr 14, 2011","307.09","306.61","309.43","304.38","6.36M","0.10%"
"Apr 13, 2011","306.79","306.41","310.55","303.36","6.56M","0.16%"
"Apr 12, 2011","306.29","312.03","312.03","304.42","7.97M","-1.92%"
"Apr 11, 2011","312.30","316.82","318.68","310.01","6.93M","-1.40%"
"Apr 08, 2011","316.72","321.75","324.96","315.13","6.22M","-1.50%"
"Apr 07, 2011","321.54","325.28","327.64","320.77","7.36M","-1.17%"
"Apr 06, 2011","325.34","327.74","331.29","324.25","6.35M","-0.70%"
"Apr 05, 2011","327.64","323.77","330.50","321.65","7.88M","1.20%"
"Apr 04, 2011","323.77","320.25","324.97","320.25","5.26M","1.14%"
"Apr 01, 2011","320.12","319.64","322.74","318.68","6.68M","0.19%"
"Mar 31, 2011","319.51","323.34","323.40","319.07","8.22M","-1.19%"
"Mar 30, 2011","323.36","321.33","324.74","317.62","7.95M","0.67%"
"Mar 29, 2011","321.21","315.07","321.81","312.59","6.87M","1.89%"
"Mar 28, 2011","315.24","315.58","320.51","314.74","6.19M","-0.12%"
"Mar 25, 2011","315.62","314.53","319.37","314.53","8.47M","0.38%"
"Mar 24, 2011","314.44","311.47","315.42","308.45","6.30M","1.02%"
"Mar 23, 2011","311.27","307.23","313.48","305.02","6.09M","1.32%"
"Mar 22, 2011","307.21","307.78","308.29","304.25","6.62M","-0.17%"
"Mar 21, 2011","307.74","304.62","307.74","302.85","7.83M","2.34%"
"Mar 18, 2011","300.70","302.65","307.41","299.98","15.54M","-0.55%"
"Mar 17, 2011","302.35","296.12","305.95","296.12","8.47M","2.26%"
"Mar 16, 2011","295.68","303.09","305.62","291.66","13.50M","-2.47%"
"Mar 15, 2011","303.16","306.41","306.43","296.39","10.62M","-1.30%"
"Mar 14, 2011","307.14","307.05","309.84","302.49","8.09M","-0.01%"
"Mar 11, 2011","307.18","295.85","308.29","295.38","9.56M","3.90%"
"Mar 10, 2011","295.64","305.78","305.80","295.24","9.57M","-3.43%"
"Mar 09, 2011","306.14","314.70","314.70","304.34","9.01M","-2.77%"
"Mar 08, 2011","314.85","312.27","316.86","307.75","6.25M","0.88%"
"Mar 07, 2011","312.09","321.11","322.03","309.90","7.42M","-2.76%"
"Mar 04, 2011","320.94","323.78","324.31","317.72","5.73M","-0.91%"
"Mar 03, 2011","323.90","314.42","324.16","314.42","6.74M","3.07%"
"Mar 02, 2011","314.24","311.05","318.04","310.65","7.32M","1.01%"
"Mar 01, 2011","311.09","321.95","323.75","310.93","8.04M","-3.33%"
"Feb 28, 2011","321.81","317.56","323.79","317.39","6.48M","1.42%"
"Feb 25, 2011","317.31","315.25","319.49","314.32","6.65M","0.71%"
"Feb 24, 2011","315.06","312.76","320.67","308.41","8.53M","0.73%"
"Feb 23, 2011","312.77","317.67","321.98","306.56","10.65M","-1.53%"
"Feb 22, 2011","317.62","332.15","332.22","317.16","10.30M","-4.49%"
"Feb 18, 2011","332.54","338.26","339.30","329.36","9.48M","-1.62%"
"Feb 17, 2011","338.03","329.96","339.12","329.87","9.65M","2.46%"
"Feb 16, 2011","329.91","326.36","330.62","326.32","7.80M","1.18%"
"Feb 15, 2011","326.05","324.90","330.73","324.51","7.98M","0.40%"
"Feb 14, 2011","324.74","315.77","325.88","315.77","6.30M","2.88%"
"Feb 11, 2011","315.65","314.19","316.71","310.78","6.32M","0.43%"
"Feb 10, 2011","314.31","311.38","317.09","309.11","6.59M","0.90%"
"Feb 09, 2011","311.51","318.39","318.39","308.44","7.36M","-2.19%"
"Feb 08, 2011","318.50","319.46","321.47","315.69","6.00M","-0.25%"
"Feb 07, 2011","319.31","317.66","323.31","317.66","6.04M","0.54%"
"Feb 04, 2011","317.59","320.59","322.34","312.35","8.73M","-0.90%"
"Feb 03, 2011","320.47","318.28","321.04","311.46","6.79M","0.70%"
"Feb 02, 2011","318.25","315.69","322.43","314.03","7.64M","0.80%"
"Feb 01, 2011","315.71","306.88","316.19","306.76","8.29M","2.94%"
"Jan 31, 2011","306.68","300.63","306.97","300.63","9.82M","2.04%"
"Jan 28, 2011","300.54","308.08","311.56","299.81","9.33M","-2.40%"
"Jan 27, 2011","307.92","314.07","314.43","304.13","7.71M","-1.93%"
"Jan 26, 2011","313.99","298.55","314.75","298.55","12.69M","5.19%"
"Jan 25, 2011","298.51","296.53","298.67","289.29","13.72M","0.68%"
"Jan 24, 2011","296.48","291.82","299.32","291.68","8.90M","1.63%"
"Jan 21, 2011","291.73","296.06","300.63","291.12","9.20M","-1.41%"
"Jan 20, 2011","295.89","295.58","296.45","290.35","11.02M","0.01%"
"Jan 19, 2011","295.85","307.63","307.77","295.37","9.52M","-3.84%"
"Jan 18, 2011","307.66","300.31","307.68","300.31","8.62M","2.48%"
"Jan 14, 2011","300.21","301.51","302.49","297.88","7.72M","-0.43%"
"Jan 13, 2011","301.51","304.40","307.16","300.60","6.81M","-0.97%"
"Jan 12, 2011","304.47","302.27","308.34","301.87","8.68M","0.83%"
"Jan 11, 2011","301.96","294.36","302.52","294.36","7.42M","2.61%"
"Jan 10, 2011","294.27","294.29","295.43","290.07","8.47M","-0.07%"
"Jan 07, 2011","294.49","299.84","301.76","290.95","11.65M","-1.78%"
"Jan 06, 2011","299.84","303.11","305.68","299.34","7.18M","-1.06%"
"Jan 05, 2011","303.06","301.09","304.74","296.12","9.26M","0.60%"
"Jan 04, 2011","301.25","300.13","304.17","293.61","9.32M","0.37%"
"Jan 03, 2011","300.13","292.29","302.88","292.29","7.24M","2.74%"
"Dec 31, 2010","292.12","294.65","295.19","291.67","4.97M","-0.86%"
"Dec 30, 2010","294.65","293.54","297.09","293.34","4.80M","0.35%"
"Dec 29, 2010","293.62","293.84","295.23","293.40","4.04M","-0.08%"
"Dec 28, 2010","293.86","293.91","296.23","293.28","3.63M","-0.02%"
"Dec 27, 2010","293.93","295.02","295.02","291.10","3.44M","-0.38%"
"Dec 23, 2010","295.05","296.81","297.88","294.14","4.35M","-0.58%"
"Dec 22, 2010","296.78","298.33","299.35","295.74","5.49M","-0.52%"
"Dec 21, 2010","298.32","293.09","298.82","293.09","7.55M","1.78%"
"Dec 20, 2010","293.09","293.30","297.79","292.78","9.36M","0.00%"
"Dec 17, 2010","293.09","287.54","294.12","287.49","16.78M","1.92%"
"Dec 16, 2010","287.56","280.75","287.66","278.85","11.49M","2.42%"
"Dec 15, 2010","280.76","282.03","285.20","280.28","8.64M","-0.48%"
"Dec 14, 2010","282.10","280.70","283.98","279.69","7.97M","0.53%"
"Dec 13, 2010","280.61","277.44","283.61","277.44","8.86M","1.28%"
"Dec 10, 2010","277.07","273.76","277.57","271.24","5.79M","1.23%"
"Dec 09, 2010","273.71","270.91","275.64","270.91","6.36M","1.11%"
"Dec 08, 2010","270.71","273.89","277.30","269.61","7.77M","-1.13%"
"Dec 07, 2010","273.80","272.49","279.00","272.49","10.65M","0.67%"
"Dec 06, 2010","271.97","270.74","273.02","270.34","7.98M","0.42%"
"Dec 03, 2010","270.83","268.99","271.15","268.16","7.68M","0.67%"
"Dec 02, 2010","269.04","263.19","269.58","263.19","9.98M","2.21%"
"Dec 01, 2010","263.22","254.73","263.26","254.72","8.62M","3.45%"
"Nov 30, 2010","254.44","253.50","258.89","249.86","10.30M","0.28%"
"Nov 29, 2010","253.73","252.35","254.46","247.80","7.00M","0.48%"
"Nov 26, 2010","252.52","254.19","254.23","250.20","2.70M","-0.72%"
"Nov 24, 2010","254.36","250.79","254.43","250.79","5.73M","1.47%"
"Nov 23, 2010","250.67","255.51","255.51","248.77","7.05M","-2.02%"
"Nov 22, 2010","255.84","254.26","256.10","250.52","6.83M","0.53%"
"Nov 19, 2010","254.48","249.90","255.16","247.79","7.56M","1.83%"
"Nov 18, 2010","249.91","246.32","253.73","246.32","6.56M","1.56%"
"Nov 17, 2010","246.07","247.40","250.44","245.29","8.57M","-0.55%"
"Nov 16, 2010","247.42","254.12","254.12","245.41","10.46M","-2.72%"
"Nov 15, 2010","254.35","255.89","258.13","254.22","6.73M","-0.53%"
"Nov 12, 2010","255.71","261.31","261.31","253.81","8.12M","-2.23%"
"Nov 11, 2010","261.55","260.33","262.25","257.48","6.85M","0.40%"
"Nov 10, 2010","260.51","256.77","260.53","253.55","8.50M","1.42%"
"Nov 09, 2010","256.85","262.64","264.70","255.11","10.22M","-2.17%"
"Nov 08, 2010","262.54","264.12","264.12","260.55","6.33M","-0.64%"
"Nov 05, 2010","264.24","260.19","266.49","260.17","8.81M","1.63%"
"Nov 04, 2010","260.00","251.31","260.04","251.25","8.97M","3.59%"
"Nov 03, 2010","250.99","250.70","252.04","246.13","8.49M","0.12%"
"Nov 02, 2010","250.68","246.00","251.70","246.00","7.46M","2.01%"
"Nov 01, 2010","245.75","244.00","248.94","243.87","7.96M","0.79%"
"Oct 29, 2010","243.83","238.37","243.96","236.80","9.82M","2.25%"
"Oct 28, 2010","238.47","237.63","240.97","236.51","7.03M","0.37%"
"Oct 27, 2010","237.58","238.83","238.84","232.83","9.63M","-0.60%"
"Oct 26, 2010","239.02","241.98","241.98","234.69","11.25M","-1.33%"
"Oct 25, 2010","242.24","239.72","245.08","239.72","7.38M","1.13%"
"Oct 22, 2010","239.54","239.66","240.76","237.80","6.74M","-0.00%"
"Oct 21, 2010","239.55","245.41","246.34","235.68","10.43M","-2.35%"
"Oct 20, 2010","245.31","239.62","246.71","239.62","7.69M","2.40%"
"Oct 19, 2010","239.56","247.88","247.88","237.97","9.91M","-3.50%"
"Oct 18, 2010","248.24","247.43","248.78","244.20","6.70M","0.32%"
"Oct 15, 2010","247.46","249.64","251.09","243.38","9.84M","-0.78%"
"Oct 14, 2010","249.41","252.45","252.72","247.32","7.38M","-1.20%"
"Oct 13, 2010","252.45","251.04","254.87","251.04","7.84M","0.63%"
"Oct 12, 2010","250.88","252.53","252.53","247.17","7.22M","-0.72%"
"Oct 11, 2010","252.70","253.18","256.54","251.82","6.61M","-0.19%"
"Oct 08, 2010","253.18","244.65","254.38","244.65","8.16M","3.51%"
"Oct 07, 2010","244.60","247.22","248.99","241.60","7.17M","-1.01%"
"Oct 06, 2010","247.09","244.88","249.47","244.85","7.71M","0.88%"
"Oct 05, 2010","244.93","239.42","246.06","239.42","9.44M","2.37%"
"Oct 04, 2010","239.25","244.71","244.71","237.51","9.12M","-2.31%"
"Oct 01, 2010","244.90","240.48","245.47","240.47","9.47M","1.95%"
"Sep 30, 2010","240.22","241.48","245.19","237.93","8.96M","-0.44%"
"Sep 29, 2010","241.29","238.56","242.33","236.48","7.94M","1.09%"
"Sep 28, 2010","238.70","237.16","239.15","233.48","9.38M","0.64%"
"Sep 27, 2010","237.18","238.19","239.55","236.49","6.42M","-0.44%"
"Sep 24, 2010","238.24","231.81","238.76","231.81","8.37M","2.90%"
"Sep 23, 2010","231.53","236.60","236.60","231.01","8.01M","-2.22%"
"Sep 22, 2010","236.78","237.25","242.47","235.79","10.00M","-0.18%"
"Sep 21, 2010","237.20","240.53","240.82","235.60","10.57M","-1.49%"
"Sep 20, 2010","240.79","240.56","241.21","236.26","8.59M","0.09%"
"Sep 17, 2010","240.58","244.26","245.31","239.47","10.94M","-1.40%"
"Sep 16, 2010","244.00","243.04","246.71","241.91","8.39M","0.37%"
"Sep 15, 2010","243.10","245.33","245.33","241.29","11.71M","-0.99%"
"Sep 14, 2010","245.52","252.98","252.98","243.69","11.26M","-3.06%"
"Sep 13, 2010","253.27","247.83","254.64","247.78","6.49M","2.36%"
"Sep 10, 2010","247.43","245.85","249.75","243.60","5.52M","0.68%"
"Sep 09, 2010","245.76","249.92","253.46","243.98","7.66M","-1.56%"
"Sep 08, 2010","249.66","246.66","252.86","246.66","8.79M","1.26%"
"Sep 07, 2010","246.56","244.54","249.22","242.90","10.25M","0.78%"
"Sep 03, 2010","244.64","241.21","246.46","241.21","6.79M","1.54%"
"Sep 02, 2010","240.93","238.05","240.93","235.20","5.88M","1.21%"
"Sep 01, 2010","238.05","227.09","238.25","227.09","8.34M","4.98%"
"Aug 31, 2010","226.75","223.64","229.76","222.55","8.64M","1.37%"
"Aug 30, 2010","223.68","228.84","230.04","223.60","7.16M","-2.28%"
"Aug 27, 2010","228.89","220.98","228.98","219.45","8.81M","3.66%"
"Aug 26, 2010","220.81","223.74","228.08","220.48","8.19M","-1.29%"
"Aug 25, 2010","223.70","223.59","224.72","217.40","9.95M","-0.01%"
"Aug 24, 2010","223.73","231.40","231.40","223.52","10.79M","-3.44%"
"Aug 23, 2010","231.71","237.62","239.29","231.60","6.89M","-2.43%"
"Aug 20, 2010","237.49","239.80","239.80","233.79","7.76M","-1.07%"
"Aug 19, 2010","240.05","246.63","251.01","238.82","11.01M","-2.73%"
"Aug 18, 2010","246.78","243.03","249.28","240.77","10.82M","1.54%"
"Aug 17, 2010","243.03","235.38","246.09","235.36","8.03M","3.38%"
"Aug 16, 2010","235.08","231.74","237.22","231.33","6.34M","1.42%"
"Aug 13, 2010","231.78","233.30","234.71","231.57","6.43M","-0.70%"
"Aug 12, 2010","233.42","233.01","235.71","229.79","8.24M","0.06%"
"Aug 11, 2010","233.28","245.49","245.49","232.99","8.28M","-5.14%"
"Aug 10, 2010","245.92","249.86","249.87","242.79","8.13M","-1.70%"
"Aug 09, 2010","250.18","247.63","251.22","247.02","5.39M","1.07%"
"Aug 06, 2010","247.52","246.71","250.01","243.58","7.66M","0.24%"
"Aug 05, 2010","246.92","248.99","248.99","245.01","5.25M","-0.91%"
"Aug 04, 2010","249.20","244.14","249.40","242.87","7.42M","2.10%"
"Aug 03, 2010","244.07","246.52","248.43","243.19","8.43M","-1.04%"
"Aug 02, 2010","246.63","236.81","247.45","236.81","8.77M","4.28%"
"Jul 30, 2010","236.50","235.36","237.65","231.39","9.69M","0.36%"
"Jul 29, 2010","235.65","235.95","240.92","232.08","10.17M","-0.07%"
"Jul 28, 2010","235.82","241.42","241.42","234.69","10.25M","-2.31%"
"Jul 27, 2010","241.40","248.74","249.41","238.32","14.44M","-2.90%"
"Jul 26, 2010","248.61","246.02","249.79","243.38","10.05M","1.05%"
"Jul 23, 2010","246.02","239.51","246.10","237.01","13.89M","2.67%"
"Jul 22, 2010","239.62","230.30","241.45","230.28","11.33M","4.16%"
"Jul 21, 2010","230.05","231.06","238.54","228.24","14.92M","-0.36%"
"Jul 20, 2010","230.88","219.18","231.31","217.16","14.02M","5.18%"
"Jul 19, 2010","219.50","219.01","222.34","216.73","8.03M","0.24%"
"Jul 16, 2010","218.97","227.34","227.34","218.39","9.84M","-3.72%"
"Jul 15, 2010","227.44","229.19","229.20","223.27","9.19M","-0.79%"
"Jul 14, 2010","229.25","227.96","230.65","224.70","11.09M","0.54%"
"Jul 13, 2010","228.02","223.66","229.75","223.66","9.42M","2.10%"
"Jul 12, 2010","223.33","231.33","231.33","221.78","9.13M","-3.49%"
"Jul 09, 2010","231.40","225.38","232.97","225.06","9.33M","2.63%"
"Jul 08, 2010","225.48","222.44","225.56","220.25","11.68M","1.43%"
"Jul 07, 2010","222.31","210.27","222.36","209.84","13.35M","5.75%"
"Jul 06, 2010","210.23","211.71","219.59","208.47","13.04M","-0.53%"
"Jul 02, 2010","211.35","213.50","215.32","209.89","9.92M","-0.98%"
"Jul 01, 2010","213.44","215.27","219.87","208.04","15.90M","-0.87%"
"Jun 30, 2010","215.31","218.70","223.48","214.74","12.70M","-1.54%"
"Jun 29, 2010","218.67","233.37","233.37","217.08","18.04M","-6.46%"
"Jun 28, 2010","233.76","240.47","240.80","233.03","8.48M","-2.83%"
"Jun 25, 2010","240.56","235.14","241.31","232.78","13.10M","2.31%"
"Jun 24, 2010","235.12","244.10","244.10","234.70","10.37M","-3.72%"
"Jun 23, 2010","244.20","241.29","246.09","236.77","11.40M","1.28%"
"Jun 22, 2010","241.11","247.95","250.65","240.72","9.66M","-2.76%"
"Jun 21, 2010","247.96","244.86","256.39","244.82","13.20M","1.51%"
"Jun 18, 2010","244.26","245.75","246.85","242.91","11.33M","-0.64%"
"Jun 17, 2010","245.83","250.69","251.49","242.81","10.99M","-2.07%"
"Jun 16, 2010","251.03","253.95","253.95","248.79","8.95M","-1.24%"
"Jun 15, 2010","254.19","248.17","254.47","245.41","12.15M","2.46%"
"Jun 14, 2010","248.09","248.55","255.48","247.60","9.99M","-0.07%"
"Jun 11, 2010","248.26","243.97","248.51","241.52","10.22M","1.63%"
"Jun 10, 2010","244.28","233.44","244.32","233.44","12.50M","4.85%"
"Jun 09, 2010","232.99","231.67","240.97","231.61","13.20M","0.70%"
"Jun 08, 2010","231.37","226.26","231.74","224.50","14.41M","2.29%"
"Jun 07, 2010","226.19","232.81","234.83","226.08","13.80M","-2.81%"
"Jun 04, 2010","232.73","246.66","246.81","230.93","17.12M","-5.89%"
"Jun 03, 2010","247.29","250.46","252.99","242.22","11.93M","-1.22%"
"Jun 02, 2010","250.34","239.65","250.37","239.60","12.25M","4.59%"
